Rendimento médio da produção
 ;Algodão herbáceo (em caroço);Arroz (em casca);Café (em grão) Total;Feijão (em grão);Laranja;Mandioca;Milho (em grão);Soja (em grão);Trigo (em grão)
Brasil;3840;6638;1702;1090;29791;15026;5209;2955;3266

Fonte: "IBGE - Produção Agrícola Municipal"
