Área colhida
 ;Algodão herbáceo (em caroço);Arroz (em casca);Café (em grão) Total;Feijão (em grão);Laranja;Mandioca;Milho (em grão);Soja (em grão);Trigo (em grão)
Brasil;1649532;1622990;1867392;2635041;568296;1186291;21066201;41050906;3167098

Fonte: "IBGE - Produção Agrícola Municipal"
