Quantidade produzida
 ;Algodão herbáceo (em caroço);Arroz (em casca);Café (em grão) Total;Feijão (em grão);Laranja;Mandioca;Milho (em grão);Soja (em grão);Trigo (em grão)
Brasil;6334394;10773990;3179176;2872474;16929949;17825792;109738941;121290103;10342986

Fonte: "IBGE - Produção Agrícola Municipal"
