Valor da produção
 ;Algodão herbáceo (em caroço);Arroz (em casca);Café (em grão) Total;Feijão (em grão);Laranja;Mandioca;Milho (em grão);Soja (em grão);Trigo (em grão)
Brasil;32612001;15527125;51931790;12375867;14348995;15617793;137990922;347273883;15699652

Fonte: "IBGE - Produção Agrícola Municipal"
