Área colhida
 ;Algodão herbáceo (em caroço);Arroz (em casca);Café (em grão) Total;Feijão (em grão);Laranja;Mandioca;Milho (em grão);Soja (em grão);Trigo (em grão)
Brasil;1709425;1482748;1920889;2465222;575437;1201440;22316340;44447552;3330303

Fonte: "IBGE - Produção Agrícola Municipal"
