Rendimento médio da produção
 ;Algodão herbáceo (em caroço);Arroz (em casca);Café (em grão) Total;Feijão (em grão);Laranja;Mandioca;Milho (em grão);Soja (em grão);Trigo (em grão)
Brasil;4385;6937;1773;1176;30613;15410;5913;3423;2321

Fonte: "IBGE - Produção Agrícola Municipal"
