Quantidade produzida
 ;Algodão herbáceo (em caroço);Arroz (em casca);Café (em grão) Total;Feijão (em grão);Laranja;Mandioca;Milho (em grão);Soja (em grão);Trigo (em grão)
Brasil;7496603;10285663;3405267;2899043;17615667;18514317;131950246;152144238;7730188

Fonte: "IBGE - Produção Agrícola Municipal"
