Valor da produção
 ;Algodão herbáceo (em caroço);Arroz (em casca);Café (em grão) Total;Feijão (em grão);Laranja;Mandioca;Milho (em grão);Soja (em grão);Trigo (em grão)
Brasil;29676612;17757521;44030807;11710972;19976319;19178164;101825101;348661338;7662690

Fonte: "IBGE - Produção Agrícola Municipal"
